omega,level,participant_id,week,n_weeks,x,y
omega2,Within person,P040,8.0,,0.574166283410495,0.33865067461828163
omega2,Within person,P041,1.0,,0.525080185826685,-0.992018217785684
omega2,Within person,P041,2.0,,-0.3100673683687458,0.2480729505202777
omega2,Within person,P041,3.0,,0.0812470470509205,0.4027339130660886
omega2,Within person,P041,4.0,,0.14440977850062442,-0.029267100092596886
omega2,Within person,P041,5.0,,0.6511496632283428,-0.20179893399367238
omega2,Within person,P041,6.0,,0.07016697709213265,0.25731236638862715
omega2,Within person,P041,7.0,,-1.010377080087189,-0.01911684441887574
omega2,Within person,P041,8.0,,-0.15160920324277075,0.33408186631583553
omega2,Within person,P042,1.0,,0.26629630005610355,-0.2836556300513968
omega2,Within person,P042,2.0,,-0.035134706364633894,1.0023938326641866
omega2,Within person,P042,3.0,,-0.21068488689586762,0.18832048519114425
omega2,Within person,P042,4.0,,0.1601238415380447,0.36562765487042975
omega2,Within person,P042,5.0,,0.9740328686381403,-0.45222149431475067
omega2,Within person,P042,6.0,,-1.4438019887993887,1.4743278858165256
omega2,Within person,P042,7.0,,-0.5906307701387473,-3.7139732699348813
omega2,Within person,P042,8.0,,0.8797993419663486,1.4191805357587421
omega2,Within person,P043,1.0,,-0.4424724660475645,-0.9199523286077064
omega2,Within person,P043,2.0,,0.4471483610664363,0.4335010751190299
omega2,Within person,P043,3.0,,-0.078168384846999,0.10705774064126086
omega2,Within person,P043,4.0,,0.07349248982812726,0.3793935128474156
omega2,Within person,P044,1.0,,-0.7543321942635198,0.5075334420161834
omega2,Within person,P044,2.0,,1.3541890166126072,0.6891982734525701
omega2,Within person,P044,3.0,,-0.5998568223490873,-1.196731715468754
omega2,Within person,P045,1.0,,-2.6739931675252375,-3.15413750765836
omega2,Within person,P045,2.0,,0.44535705828565436,-0.8967575298512446
omega2,Within person,P045,3.0,,-0.018679679813463756,-0.8020296918011184
omega2,Within person,P045,4.0,,0.9729998358181493,1.2866379900350442
omega2,Within person,P045,5.0,,0.5507990447012476,1.214492813783468
omega2,Within person,P045,6.0,,0.29819633915039656,1.3502084264570902
omega2,Within person,P045,7.0,,0.42532056938325374,1.0015854990351207
omega2,Within person,P046,1.0,,0.02716305448315348,0.3008493501640249
omega2,Within person,P046,2.0,,-0.02478156213973104,0.43914451610244765
omega2,Within person,P046,3.0,,-0.5604230715080033,-1.4929785703703466
omega2,Within person,P046,4.0,,-0.03491725698550213,-0.05461160602679349
omega2,Within person,P046,5.0,,0.2871448981689656,0.1434781960347096
omega2,Within person,P046,6.0,,0.10789651742253686,0.33443888217121714
omega2,Within person,P046,7.0,,-0.0366169611708399,-0.05038792085523158
omega2,Within person,P046,8.0,,0.2345343817294202,0.3800671527799725
omega2,Within person,P047,1.0,,-0.41820692937368853,-0.2911990212778402
omega2,Within person,P047,2.0,,-0.3228275029113232,-0.5322303685697687
omega2,Within person,P047,3.0,,0.5628568722133337,0.39731438487282444
omega2,Within person,P047,4.0,,0.5758045984950255,-0.06271286466120157
omega2,Within person,P047,5.0,,-0.12269214089681041,0.7687669112435547
omega2,Within person,P047,6.0,,-0.02519327534579832,-0.818339066116222
omega2,Within person,P047,7.0,,0.020235429083663103,0.6143665687069612
omega2,Within person,P047,8.0,,-0.269977051264402,-0.07596654419830778
omega2,Within person,P048,1.0,,-2.2121498386907428,-1.2679389947861965
omega2,Within person,P048,2.0,,-1.0140635930212367,-0.0056899714079527985
omega2,Within person,P048,3.0,,0.6753943651174111,0.5801350419352301
omega2,Within person,P048,4.0,,0.45548657917469615,1.215373415884212
omega2,Within person,P048,5.0,,0.35733724722861815,-0.22201188281051332
omega2,Within person,P048,6.0,,0.27379695444465857,0.05744030489711016
omega2,Within person,P048,7.0,,0.7106700848221095,-0.5030929901963543
omega2,Within person,P048,8.0,,0.7535282009244859,0.14578507648446548
omega2,Within person,P049,1.0,,-0.12122642807889128,0.3199148715056135
omega2,Within person,P049,2.0,,0.12122642807889128,-0.31991487150561354
omega2,Within person,P050,1.0,,0.10235862312965549,-0.5837093657589015
omega2,Within person,P050,2.0,,-0.11063095270765655,-0.2788345458961914
omega2,Within person,P050,3.0,,-0.32470635133468895,0.27732236315078773
omega2,Within person,P050,4.0,,0.13208264502288014,0.11841997192942923
omega2,Within person,P050,5.0,,0.11104226236479986,-0.0012949772320229036
omega2,Within person,P050,6.0,,0.08985377352501012,0.46809655380689874
omega2,Within person,P051,1.0,,-0.8349712162366906,-0.016935421932451677
omega2,Within person,P051,2.0,,-0.026242741745299503,0.2574432124048616
omega2,Within person,P051,3.0,,0.25912524239672496,0.14512607377189807
omega2,Within person,P051,4.0,,0.2835881091658392,-0.2200733917658488
omega2,Within person,P051,5.0,,0.2153272439586864,0.23028793614942605
omega2,Within person,P051,6.0,,-0.27241120585431167,-0.17524812677225732
omega2,Within person,P051,7.0,,0.2867540770044965,0.005955757318317045
omega2,Within person,P051,8.0,,0.08883049131055376,-0.2265560391739449
omega2,Within person,P052,1.0,,-1.031229823257335,0.484104327977694
omega2,Within person,P052,2.0,,0.8649412347208414,1.0631959861552658
omega2,Within person,P052,3.0,,0.4061244051241887,0.09403399495359444
omega2,Within person,P052,4.0,,0.9872229631228703,1.0262354588103668
omega2,Within person,P052,5.0,,-0.8947753332116828,0.2658841794666533
omega2,Within person,P052,6.0,,-0.09286802734243138,-1.0668596090852054
omega2,Within person,P052,7.0,,1.2906561860110473,-0.9513020299617452
omega2,Within person,P052,8.0,,-1.5300716051674983,-0.915292308316624
omega2,Within person,P053,1.0,,0.16194034644145117,-0.1169954623635551
omega2,Within person,P053,2.0,,0.04120775191139636,0.13338684822193067
omega2,Within person,P053,3.0,,0.0313833267111403,0.09141929642449288
omega2,Within person,P053,4.0,,0.11675520320414023,0.09104880852948921
omega2,Within person,P053,5.0,,0.37534539677534184,-0.19654473779553006
omega2,Within person,P053,6.0,,-0.25626153597601997,0.15779221360201412
omega2,Within person,P053,7.0,,-0.4109687769952285,-0.1539713111186986
omega2,Within person,P053,8.0,,-0.05940171207222178,-0.006135655500143111
omega2,Within person,P054,1.0,,-0.13485146175688045,-0.4064331732903334
omega2,Within person,P054,2.0,,0.2796982315007006,0.5889342947355809
omega2,Within person,P054,3.0,,-0.22224429482304853,-0.01729329786327055
omega2,Within person,P054,4.0,,0.07528842272195968,0.27148796349891197
omega2,Within person,P054,5.0,,-0.2161603771730205,0.03218240952563661
omega2,Within person,P054,6.0,,0.38729362407347234,0.1984548919874189
omega2,Within person,P054,7.0,,-0.2206106917216143,-0.3128540465250665
omega2,Within person,P054,8.0,,0.05158654717843114,-0.3544790420688782
omega2,Within person,P055,1.0,,-1.236920135262055,-0.4744170720462897
omega2,Within person,P055,2.0,,1.1057294614578164,0.40770994651820947
omega2,Within person,P055,3.0,,0.13119067380423863,0.06670712552808039
omega2,Within person,P056,1.0,,0.06933438039900139,-2.1784661678804094
omega2,Within person,P056,2.0,,0.1106348518463291,0.30388528673935344
omega2,Within person,P056,3.0,,0.3884123074546973,0.0710572412155996
omega2,Within person,P056,4.0,,-0.2291365335408459,0.3824615249454045
omega2,Within person,P056,5.0,,-0.935996828320041,0.5186442120821935
omega2,Within person,P056,6.0,,0.46575166976967525,0.41722598691323237
omega2,Within person,P056,7.0,,0.2586385012716002,0.18875619020480008
omega2,Within person,P056,8.0,,-0.12763834888041625,0.2964357257798257
omega2,Within person,P057,1.0,,0.0,0.0
omega2,Within person,P058,1.0,,0.7436709503435615,-0.08922333274468064
omega2,Within person,P058,2.0,,0.5469374290684872,-0.23344569531945006
omega2,Within person,P058,3.0,,0.5749726757184974,-0.20215006208817057
omega2,Within person,P058,4.0,,0.3473626402879978,-0.15889219547098168
omega2,Within person,P058,5.0,,0.4400229743695647,-0.31203083385066765
omega2,Within person,P058,6.0,,-0.9070994545782468,0.1637778286440983
omega2,Within person,P058,7.0,,-0.9388795385620565,0.5811981680906618
omega2,Within person,P058,8.0,,-0.8069876766478051,0.2507661227391905
omega2,Within person,P059,1.0,,-1.6730353194373064,-1.5955470937469385
omega2,Within person,P059,2.0,,0.15803144687940873,0.7437461153303903
omega2,Within person,P059,3.0,,0.02800541157836267,0.6562234559317833
omega2,Within person,P059,4.0,,0.39934699009345764,0.47908685019377595
omega2,Within person,P059,5.0,,0.10276693944776516,0.08013652465667487
omega2,Within person,P059,6.0,,0.5221777241861034,0.3263496530114842
omega2,Within person,P059,7.0,,0.16265755816379635,-1.1198040283495145
omega2,Within person,P059,8.0,,0.30004924908841235,0.42980852297234484
omega2,Within person,P060,1.0,,0.014003132655271644,0.0804180313346472
omega2,Within person,P060,2.0,,0.43202520701815383,0.45866170284966823
omega2,Within person,P060,3.0,,0.4874485414431068,-0.2840389101701284
omega2,Within person,P060,4.0,,0.9872231977921246,0.5003651918392593
omega2,Within person,P060,5.0,,-1.282931155007579,-1.3981308456538075
omega2,Within person,P060,6.0,,-0.3023377033266441,0.7804927616775772
omega2,Within person,P060,7.0,,0.13902843761191686,0.09917942699279747
omega2,Within person,P060,8.0,,-0.4744596581863507,-0.23694735887001395
omega2,Within person,P061,1.0,,0.0,0.0
omega2,Within person,P062,1.0,,0.026690769130375047,-0.531699574431816
omega2,Within person,P062,2.0,,0.3651373301822786,0.09351367342927337
omega2,Within person,P062,3.0,,-0.07420268519052597,0.1087183424251281
omega2,Within person,P062,4.0,,0.48801729926367204,-0.4308709684112124
omega2,Within person,P062,5.0,,0.14796961935337277,-0.34292684294694886
omega2,Within person,P062,6.0,,-0.6834650610070565,0.45069373166819715
omega2,Within person,P062,7.0,,-0.4322449573261902,0.3786660588724149
omega2,Within person,P062,8.0,,0.16209768559407406,0.2739055793949639
omega2,Within person,P063,1.0,,1.007112706632684,-1.259803771154273
omega2,Within person,P063,2.0,,-0.15245214084660763,0.023674547229376897
omega2,Within person,P063,3.0,,-0.07804146336431494,0.1869201742951878
omega2,Within person,P063,4.0,,-1.135776034290838,0.08892651112062677
omega2,Within person,P063,5.0,,-0.048366576991836996,0.20307328249121914
omega2,Within person,P063,6.0,,0.017958978606174014,0.20191483424455314
omega2,Within person,P063,7.0,,0.002788349797518075,0.21971640510674817
omega2,Within person,P063,8.0,,0.3867761804572215,0.3355780166665605
omega2,Within person,P064,1.0,,-0.18047531870553501,-1.3008810956604564
omega2,Within person,P064,2.0,,-0.004748825709460114,0.6061766904801302
omega2,Within person,P064,3.0,,0.25809894602321726,0.3446285240033298
omega2,Within person,P064,4.0,,0.09945394070574443,0.10595665206867924
omega2,Within person,P064,5.0,,-0.17232874231396678,0.2441192291083173
omega2,Within person,P065,1.0,,-0.17655293050938564,0.13232459743893
omega2,Within person,P065,2.0,,-0.9943264683222939,-0.23784225584334126
omega2,Within person,P065,3.0,,0.3050269237532276,0.23666523233928077
omega2,Within person,P065,4.0,,-0.04593544342900735,-0.013145798380927776
omega2,Within person,P065,5.0,,-0.2667438068014224,0.10700368967349688
omega2,Within person,P065,6.0,,0.409527659521246,-0.1455419901472602
omega2,Within person,P065,7.0,,0.35226301776325886,0.07737280140584624
omega2,Within person,P065,8.0,,0.4167410480243769,-0.1568362764860246
omega2,Within person,P066,1.0,,0.2762943120681114,0.06518083550645937
omega2,Within person,P066,2.0,,0.3320822677651821,-0.1691449657946672
omega2,Within person,P066,3.0,,0.1995415484970569,0.00044373787197915515
omega2,Within person,P066,4.0,,0.09486481287791487,-0.05371562088573223
omega2,Within person,P066,5.0,,0.2446926703345748,-0.1388334019318424
omega2,Within person,P066,6.0,,-1.060542152632165,0.21466730779630305
omega2,Within person,P066,7.0,,0.03391205478678032,0.054783880273785446
omega2,Within person,P066,8.0,,-0.12084551369745551,0.02661822716371498
omega2,Within person,P067,1.0,,-0.3208925176180164,-0.6168042381009694
omega2,Within person,P067,2.0,,0.3208925176180164,0.6168042381009694
omega2,Within person,P068,1.0,,0.27836748923730414,-0.34178058762500363
omega2,Within person,P068,2.0,,-0.7025991103802682,0.11440638679928006
omega2,Within person,P068,3.0,,0.07868390837558856,0.08823648510433091
omega2,Within person,P068,4.0,,-0.1737265439184345,0.4471606385509673
omega2,Within person,P068,5.0,,0.26165858027089717,0.40754238252420594
omega2,Within person,P068,6.0,,0.031350391727601346,0.005519198044253271
omega2,Within person,P068,7.0,,-0.10386923902825909,-0.03975160532204258
omega2,Within person,P068,8.0,,0.33013452371557056,-0.6813328980759914
omega2,Within person,P069,1.0,,0.40486625756029504,-2.151501120758579
omega2,Within person,P069,2.0,,0.17492114393784153,-0.2225672298727942
omega2,Within person,P069,3.0,,-0.07615361526110753,0.5014426663111211
omega2,Within person,P069,4.0,,-0.07615361526110753,0.5014426663111211
omega2,Within person,P069,5.0,,-0.20233014865123478,0.434870175849005
omega2,Within person,P069,6.0,,-0.14899640706357875,0.434870175849005
omega2,Within person,P069,7.0,,-0.07615361526110753,0.5014426663111211
omega2,Within person,P070,1.0,,0.2881724095148498,-0.14135486834790334
omega2,Within person,P070,2.0,,-1.4478440381918103,-0.07051417528381121
omega2,Within person,P070,3.0,,-0.9580943880283945,-0.6950223567614806
omega2,Within person,P070,4.0,,-0.18574940251741706,-0.8967849791938822
omega2,Within person,P070,5.0,,-0.44122975578607054,0.5499139619438191
omega2,Within person,P070,6.0,,0.5309121648220444,0.021848244746463852
omega2,Within person,P070,7.0,,1.2245474691923803,-0.07395894087341692
omega2,Within person,P070,8.0,,0.989285540994418,1.3058731137702124
omega2,Within person,P071,1.0,,-1.621997399929295,0.19752248195895766
omega2,Within person,P071,2.0,,0.24489106093423546,0.3613000864096912
omega2,Within person,P071,3.0,,0.027714448973041372,0.2742324702452837
omega2,Within person,P071,4.0,,0.010179026116108603,0.1902711493574512
omega2,Within person,P071,5.0,,0.2761909911448712,-0.242494593690827
omega2,Within person,P071,6.0,,-0.014335918420504079,-0.17189399478903855
omega2,Within person,P071,7.0,,0.4830401456565468,-0.31529092278667825
omega2,Within person,P071,8.0,,0.5943176455249959,-0.29364667670484
omega2,Within person,P072,1.0,,-0.2054417132250122,0.15167797186332477
omega2,Within person,P072,2.0,,-0.42717394124147134,0.36459344207402733
omega2,Within person,P072,3.0,,0.3769600277138733,0.8541967873803684
omega2,Within person,P072,4.0,,-0.06800199430150919,1.2064003437252464
omega2,Within person,P072,5.0,,0.06272532216924803,-0.36125596856598763
omega2,Within person,P072,6.0,,-0.18319457140534656,-1.2095178024447382
omega2,Within person,P072,7.0,,-0.03306209779298444,-0.3837193254006118
omega2,Within person,P072,8.0,,0.4771889680832024,-0.622375448631629
omega2,Within person,P073,1.0,,0.0793865062425142,-0.3561974928329834
omega2,Within person,P073,2.0,,0.5765200564669546,-0.04189157585197009
omega2,Within person,P073,3.0,,0.12346206971931933,-0.298633445998571
omega2,Within person,P073,4.0,,-0.19125534734707614,0.5542738643158682
omega2,Within person,P073,5.0,,-0.12438720801350206,-0.5143640822634272
omega2,Within person,P073,6.0,,-0.25663310496262537,0.22382909995505068
omega2,Within person,P073,7.0,,0.019216578036304444,0.032456106923567665
omega2,Within person,P073,8.0,,-0.22630955014188903,0.4005275257524651
omega2,Within person,P074,1.0,,0.053278601522215585,0.37382891039970545
omega2,Within person,P074,2.0,,0.9846765047715743,1.0148457930784094
omega2,Within person,P074,3.0,,0.5279089291405668,-0.8141951328037573
omega2,Within person,P074,4.0,,0.8221986855989755,1.2272501818439079
omega2,Within person,P074,5.0,,-1.9608301330614546,-1.2592410490951187
omega2,Within person,P074,6.0,,0.6804646555663456,-0.8352181507847038
omega2,Within person,P074,7.0,,-0.6305578066536248,-0.21289742795085886
omega2,Within person,P074,8.0,,-0.47713943688459876,0.5056268753124158
omega2,Within person,P075,1.0,,-0.21604542507610824,0.5701722492225249
omega2,Within person,P075,2.0,,0.21604542507610824,-0.5701722492225249
omega2,Within person,P076,1.0,,-0.008774031825855677,0.3066329398882732
omega2,Within person,P076,2.0,,-0.26174327110921264,-1.081990714194023
omega2,Within person,P076,3.0,,-0.09162841500764818,0.17461816818178744
omega2,Within person,P076,4.0,,-0.14906393025331433,-0.13339767570623626
omega2,Within person,P076,5.0,,-0.00760574170467776,-0.12429995247118078
omega2,Within person,P076,6.0,,0.09100777563902385,0.33692003507035195
omega2,Within person,P076,7.0,,0.4270814798835133,0.2521459807415864
omega2,Within person,P076,8.0,,0.0007261343781713725,0.2693712184894412
omega2,Within person,P077,1.0,,-0.1577703384661593,-0.5482124206755482
omega2,Within person,P077,2.0,,-0.41304717518963996,0.29442175728408787
omega2,Within person,P077,3.0,,-0.5218318147047685,-0.6900380206073035
omega2,Within person,P077,4.0,,0.3433448556546864,0.5225632114302834
omega2,Within person,P077,5.0,,0.1269991132794217,-0.5080319763178935
omega2,Within person,P077,6.0,,-0.15398373125887754,0.47395568935090127
omega2,Within person,P077,7.0,,0.6838481499972152,0.26359341856201457
omega2,Within person,P077,8.0,,0.09244094068812214,0.19174834097345816
omega2,Within person,P078,1.0,,0.0762074421668349,-0.2570473093952817
omega2,Within person,P078,2.0,,-0.503528905737926,0.11395404151749117
omega2,Within person,P078,3.0,,0.1399481370334204,-0.04288697227700822
omega2,Within person,P078,4.0,,0.28737332653767056,0.1859802401547987
omega2,Within person,P079,1.0,,0.96806920675645,-0.18372194019179172
omega2,Within person,P079,2.0,,-2.592085701577357,-0.2245151913992114
omega2,Within person,P079,3.0,,1.0135853686347283,-0.1307052788270714
omega2,Within person,P079,4.0,,0.6885989069113487,-0.34121845304768533
omega2,Within person,P079,5.0,,0.8589870835263946,0.3895994086993297
omega2,Within person,P079,6.0,,0.9190501847712966,0.18265738238748813
omega2,Within person,P079,7.0,,-2.5812520397687977,0.2185784538351747
omega2,Within person,P079,8.0,,0.7250469907459367,0.08932561854376722
omega2,Within person,P080,1.0,,0.24798965184470367,-0.4520889651764175
omega2,Within person,P080,2.0,,0.31781753510323163,-0.2214360711670335
omega2,Within person,P080,3.0,,-0.3283183349783101,0.542278694594797
omega2,Within person,P080,4.0,,0.10320376968235834,-0.018241025473149763
omega2,Within person,P080,5.0,,-0.11172529174840506,0.30492685608386283
omega2,Within person,P080,6.0,,0.09785373697385424,-0.38553781695038825
omega2,Within person,P080,7.0,,-0.2742569222736617,-0.07938681085235866
omega2,Within person,P080,8.0,,-0.052564144603771124,0.30948513894068796
omega2,Within person,P081,1.0,,-1.3826563691502693,-0.17088977004410955
omega2,Within person,P081,2.0,,0.23123508831965106,-0.10525637779959163
omega2,Within person,P081,3.0,,0.2856213016614081,0.783557259625776
omega2,Within person,P081,4.0,,0.8499254174073718,0.6233219764293314
omega2,Within person,P081,5.0,,0.1685877549142203,-0.18411851412312225
omega2,Within person,P081,6.0,,0.3097807943710341,0.28710846087408126
omega2,Within person,P081,7.0,,-0.4684874094578204,-1.1522479033763176
omega2,Within person,P081,8.0,,0.005993421934404428,-0.08147513158604774
omega2,Within person,P082,1.0,,0.20463701532097145,0.43818680676458777
omega2,Within person,P082,2.0,,-2.698158214188318,-0.7503204053484446
omega2,Within person,P082,3.0,,0.33734234660790774,0.2480184960001381
omega2,Within person,P082,4.0,,0.45624313007349115,0.5294665961171923
omega2,Within person,P082,5.0,,0.36579375149252,0.39029170432537985
omega2,Within person,P082,6.0,,0.536347114366013,-0.08296444822639248
omega2,Within person,P082,7.0,,0.6042914038531122,-0.16232799227971656
omega2,Within person,P082,8.0,,0.19350345247430223,-0.6103507573527444
omega2,Within person,P083,1.0,,0.0,0.0
omega2,Within person,P084,1.0,,-1.3869536822357071,-1.573763736749128
omega2,Within person,P084,2.0,,0.3250629907873173,0.7842938974151497
omega2,Within person,P084,3.0,,1.0618906914483897,0.7894698393339784
omega2,Within person,P085,1.0,,0.14356433821083453,1.1868282168806248
omega2,Within person,P085,2.0,,-1.212526591281312,1.1466135136904438
omega2,Within person,P085,3.0,,-0.30676048770285674,0.8406394654771615
omega2,Within person,P085,4.0,,0.25256388210344805,0.8231386241891341
omega2,Within person,P085,5.0,,-0.19085203354499808,-1.3781070546774647
omega2,Within person,P085,6.0,,1.0720393533551273,-0.5327911143629808
omega2,Within person,P085,7.0,,-0.2728311024976054,-2.647674979262705
omega2,Within person,P085,8.0,,0.5148026413573621,0.5613533280657865
omega2,Within person,P086,1.0,,0.06066198543626011,0.05036559576624708
omega2,Within person,P086,2.0,,-0.4664599116097905,-0.34126446383957143
omega2,Within person,P086,3.0,,0.5278265876068751,-0.14183440005259082
omega2,Within person,P086,4.0,,-0.05651269804564463,0.2704128445380156
omega2,Within person,P086,5.0,,-0.3097052780975267,-0.24091865060673534
omega2,Within person,P086,6.0,,0.15646661085506353,0.18812400206680857
omega2,Within person,P086,7.0,,0.16224369563393926,-0.15387102964452162
omega2,Within person,P086,8.0,,-0.07452099177917637,0.3689861017723478
omega2,Within person,P087,1.0,,0.36384771793728254,-0.1780025494247848
omega2,Within person,P087,2.0,,0.295828847510231,-0.17319481498874478
omega2,Within person,P087,3.0,,-0.24395334422174145,-0.6034357552157098
omega2,Within person,P087,4.0,,0.9515771514060009,0.38419438829614355
omega2,Within person,P087,5.0,,-1.2277864202139828,-0.3540760434396453
omega2,Within person,P087,6.0,,0.4296509428221128,0.3824030094954992
omega2,Within person,P087,7.0,,-0.5564137512672279,0.033148527432344
omega2,Within person,P087,8.0,,-0.012751143972674961,0.5089632378448979
omega2,Within person,P088,1.0,,-0.0039011404310678177,-0.18128525148383395
omega2,Within person,P088,2.0,,0.018425972825510117,-0.5569304688702281
omega2,Within person,P088,3.0,,0.33339700905427155,0.2549707185678783
omega2,Within person,P088,4.0,,0.6145063493062382,-0.1151351045831234
omega2,Within person,P088,5.0,,-0.32713646966914744,-0.423749759805783
omega2,Within person,P088,6.0,,-0.05182682937449504,0.28399444800897106
omega2,Within person,P088,7.0,,-0.7669481305396484,0.15291944397547774
omega2,Within person,P088,8.0,,0.1834832388283389,0.5852159741906413
omega2,Within person,P089,1.0,,-1.6650924493323918,0.11351391688530282
omega2,Within person,P089,2.0,,0.31166278348956483,0.09241951144383559
omega2,Within person,P089,3.0,,0.3516423867532898,0.053180417383809464
omega2,Within person,P089,4.0,,0.6399021380540608,-0.2639204329682499
omega2,Within person,P089,5.0,,-0.03555500714892312,-0.3980362019059465
omega2,Within person,P089,6.0,,0.25388963038360673,-0.0022538286133917396
omega2,Within person,P089,7.0,,0.1200886114216781,0.308570675759325
omega2,Within person,P089,8.0,,0.02346190637911466,0.09652594201531545
omega2,Within person,P090,1.0,,0.023538646185655043,-0.26747910922340296
omega2,Within person,P090,2.0,,-0.3229881628184824,-0.0665114411690026
omega2,Within person,P090,3.0,,-0.03416176404870486,0.32207450989428066
omega2,Within person,P090,4.0,,0.1542592799113054,0.054352473687084235
omega2,Within person,P090,5.0,,0.1025973363015904,-0.16588883614590283
omega2,Within person,P090,6.0,,0.0767546644686361,0.12345240295694349
omega2,Within person,P091,1.0,,-0.274493840528802,-0.8702717535577544
omega2,Within person,P091,2.0,,0.012579829252466701,-1.0581102338596962
omega2,Within person,P091,3.0,,0.629903693690595,-0.07901919835134086
omega2,Within person,P091,4.0,,-0.12243648305835753,0.6077839900555769
omega2,Within person,P091,5.0,,-0.15353595181242197,0.25540792975410465
omega2,Within person,P091,6.0,,0.09457594233959266,0.3856195082243613
omega2,Within person,P091,7.0,,0.012917038313729479,0.7134923836955022
omega2,Within person,P091,8.0,,-0.19951022819680264,0.04509737403924641
omega2,Within person,P092,1.0,,0.98921924285521,-0.14168218255682208
omega2,Within person,P092,2.0,,-0.3784593894489979,-0.42875008484895727
omega2,Within person,P092,3.0,,-0.6992917464796058,-0.22129024634990657
omega2,Within person,P092,4.0,,-0.27574476045280444,0.171691284774677
omega2,Within person,P092,5.0,,0.14947149589450093,-0.2142512030190561
omega2,Within person,P092,6.0,,0.1371382854303822,0.26523622776682165
omega2,Within person,P092,7.0,,0.09138787390222908,0.4816808754090369
omega2,Within person,P092,8.0,,-0.013721001700914282,0.08736532882420578
omega2,Within person,P093,1.0,,0.30927191649601765,0.3024032050019187
omega2,Within person,P093,2.0,,0.14999201863048778,0.20464664613144595
omega2,Within person,P093,3.0,,0.23725112156661574,-0.7072356061944569
omega2,Within person,P093,4.0,,0.201819470306888,-0.32719705556238254
omega2,Within person,P093,5.0,,0.39136820138290795,0.27721256332912964
omega2,Within person,P093,6.0,,-0.047937734915380614,-0.17562686499487318
omega2,Within person,P093,7.0,,-0.38251437804020055,0.20458441024969704
omega2,Within person,P093,8.0,,-0.8592506154273358,0.22121270203952126
omega2,Within person,P094,1.0,,-0.07753677213089383,-0.03357544385656941
omega2,Within person,P094,2.0,,-0.005099031581537572,0.009071411348159475
omega2,Within person,P094,3.0,,0.4856322515661142,-0.2295971851465991
omega2,Within person,P094,4.0,,-1.5142263327615832,-0.3228181421455707
omega2,Within person,P094,5.0,,0.2979814827904024,0.07989551349364166
omega2,Within person,P094,6.0,,0.4766355497538408,0.2796761957415907
omega2,Within person,P094,7.0,,0.2784898854483602,-0.16943587851952824
omega2,Within person,P094,8.0,,0.05812296691529728,0.38678352908487573
omega2,Within person,P095,1.0,,0.05063786046191883,0.02364007855419281
omega2,Within person,P095,2.0,,0.17381152093621904,-0.04566855101915013
omega2,Within person,P095,3.0,,0.1980611792990582,0.03636276785050385
omega2,Within person,P095,4.0,,-0.7170227380540877,0.5002601131400993
omega2,Within person,P095,5.0,,0.06652485781354196,-0.25895217873818666
omega2,Within person,P095,6.0,,-0.450217386158449,0.07812733512002146
omega2,Within person,P095,7.0,,0.15737268598148085,0.043975456685461434
omega2,Within person,P095,8.0,,0.5208320197203177,-0.37774502159294265
omega2,Within person,P096,1.0,,0.712956605598831,0.5413256091642681
omega2,Within person,P096,2.0,,0.23802440847898942,-0.020990744848017384
omega2,Within person,P096,3.0,,-1.3696692454949884,-0.2892364336981387
omega2,Within person,P096,4.0,,0.41868823141716777,-0.23109843061811197
omega2,Within person,P097,1.0,,0.012140479823576134,0.3359763365061614
omega2,Within person,P097,2.0,,-0.25957504390643993,-0.7548948978537556
omega2,Within person,P097,3.0,,-0.30694293636121506,-0.6856002601657959
omega2,Within person,P097,4.0,,0.13544673114316574,0.19423118138706133
omega2,Within person,P097,5.0,,0.24262601646913473,0.13291539206108416
omega2,Within person,P097,6.0,,0.007554821088556651,0.24369126516354336
omega2,Within person,P097,7.0,,0.02216281959805999,-0.0907683020055543
omega2,Within person,P097,8.0,,0.14658711214516207,0.6244492849072557
omega2,Within person,P098,1.0,,1.379254007562107,0.22284249056336022
omega2,Within person,P098,2.0,,0.8398066501973578,-0.23436639905162024
omega2,Within person,P098,3.0,,-0.5955910108422459,-1.541194232530021
omega2,Within person,P098,4.0,,-0.41808559701051673,0.16606956607924106
omega2,Within person,P098,5.0,,-1.2982190006908665,-0.22168376267068596
omega2,Within person,P098,6.0,,0.5848531304496265,0.41557572579198954
omega2,Within person,P098,7.0,,-0.30573454235108866,0.4016162001559538
omega2,Within person,P098,8.0,,-0.18628363731437336,0.7911404116617826
omega2,Within person,P099,1.0,,-0.39935307529917646,0.07156092395699659
omega2,Within person,P099,2.0,,0.26132405277081616,0.19547870409411006
omega2,Within person,P099,3.0,,-0.01024338818172621,-0.26978280063384963
omega2,Within person,P099,4.0,,-0.07905435406337202,-0.4847085528390046
omega2,Within person,P099,5.0,,0.34174793534896986,0.10430592144224154
omega2,Within person,P099,6.0,,-0.3013490443700075,0.2945956239309629
omega2,Within person,P099,7.0,,-0.15727407171269386,-0.08134740420525208
omega2,Within person,P099,8.0,,0.3442019455071904,0.16989758425379536
omega2,Within person,P100,1.0,,0.31869378100906065,0.03230216259573715
omega2,Within person,P100,2.0,,-0.1980823004723017,-0.04015989641779916
omega2,Within person,P100,3.0,,0.028520142497440393,0.18788391149550543
omega2,Within person,P100,4.0,,0.26969644137638715,-0.07562063551497014
omega2,Within person,P100,5.0,,-0.497985130678109,-0.11045188873790868
